TITLE,死人にもち肌
DIALOGUE_CONTINUED,　　　　　　るのを思い出しました。ちょっと、行ってきます。まだあの辺にいます
DIALOGUE_CONTINUED,　　　　　　かね？」
EMPTY,
DIRECTION,　　本田、鞄を持って立ち去る。
DIRECTION_CONTINUED,　　不審そうに見送るしの。
DIRECTION_CONTINUED,　　クリームを塗っている永子。
EMPTY,
H1,シーン８
EMPTY,
DIALOGUE,永子　　　「本田さんって、ちょーっと、変わってるよね。」
DIALOGUE,しの　　　「意外と、抜けてるとこ、ありますよね。」
DIALOGUE,永子　　　「何か人の話聞いてない時あるでしょ。」
DIALOGUE,しの　　　「明らかに別の事考えてる時、ありますよね。」
DIALOGUE,永子　　　「何か急に態度変わったりするしね。」
DIALOGUE,しの　　　「まあ隠し事、してますからね。」
DIALOGUE,永子　　　「そう。それで隠すのすごい下手だよね。」
DIALOGUE,しの　　　「下手、すぎますよね。」
DIALOGUE,永子　　　「ね。･･･何？　何であんな下手なの？」
DIALOGUE,しの　　　「多分、お芝居とかすごい下手ですよね。」
DIALOGUE,永子　　　「隠し事するのが下手な人の役だったら上手いかもね。」
DIALOGUE,しの　　　「抜けてるんじゃないですか、頭の部品が。」
DIALOGUE,永子　　　「一番大事な部品が抜けてたりしてね。」
DIALOGUE,しの　　　「･･･脳、ですか。」
DIALOGUE,永子　　　「それはノー・コメント。いや駄洒落じゃないから。」
DIALOGUE,しの　　　「永子さんに近づこうと必死ですよね。」
DIALOGUE,永子　　　「ほんと、見え見えの口説き方、しないで欲しいよね。まったく。」
DIALOGUE,しの　　　「あんなバカな人になびくような、そんなバカな女は、いないですよね。
DIALOGUE_CONTINUED,　　　　　　」
EMPTY,
DIRECTION,　　永子、少し笑ってから真顔になって、
EMPTY,
DIALOGUE,永子　　　「ちょっと、それは言いすぎでしょ。」
DIALOGUE,しの　　　「･･･どうしたんですか？」
DIALOGUE,永子　　　「下手は下手なりに頑張ってるんだからさ、そんな言い方しなくてもいい
DIALOGUE_CONTINUED,　　　　　　じゃん。」
DIALOGUE,しの　　　「でも、永子さんを騙そうとしてるんですよ。」
DIALOGUE,永子　　　「騙すって･･･。ちょっと口説いてるだけでしょ。」
DIALOGUE,しの　　　「あ、済みません。永子さんは気づいてると思ってました。」
DIALOGUE,永子　　　「え、何それ。」
DIALOGUE,しの　　　「本田さんは、ココ･プルゲンの原料の秘密を探るために、永子さんのご
DIALOGUE_CONTINUED,　　　　　　機嫌を取っているんです。」
DIALOGUE,永子　　　「･･･おばさんさあ、自分がモテないからって、いい加減な事いうのや
DIALOGUE_CONTINUED,　　　　　　めてくれる？」
DIALOGUE,しの　　　「本当です。私、聞いたんです。」
DIALOGUE,永子　　　「聞いたって何。え。何を聞いたの。え。」
DIALOGUE,しの　　　「あの、落ち着いて、落ち着いて聞いてください。」
DIALOGUE,永子　　　「落ち着いてるよ。ほら言ってごらんなさいよ。適当な事言ってんじゃな
DIALOGUE_CONTINUED,　　　　　　いよ。」
DIALOGUE,しの　　　「あ。」
EMPTY,
DIRECTION,　　本田が戻って来る。
EMPTY,
H1,シーン９
EMPTY,
DIALOGUE,本田　　　「いやあ済みません。課長まだ開発部にいましたよ。何か、コンピュータ
DIALOGUE_CONTINUED,　　　　　　に夢中でした。」
EMPTY,
DIRECTION,　　といいながらタブレット端末を操作する。
EMPTY,
DIALOGUE,永子　　　「謝んなさいよ。」
DIALOGUE,本田　　　「はい？」
DIALOGUE,永子　　　「（しのに）謝って、本田さんに。」
DIALOGUE,しの　　　「でも･･･」
DIALOGUE,永子　　　「謝んなさいって言ってんでしょ！」
DIALOGUE,本田　　　「何が、あったんですか？」
DIALOGUE,しの　　　「済みません、ちょっとこれ貸して下さい。」
EMPTY,
DIRECTION,　　しの、端末を奪い、カメラを二人の方へ向ける。
DIRECTION_CONTINUED,　　本田、なんとなく永子と並んでピースをする。
DIRECTION_CONTINUED,　　しの、端末の画面にタッチする。
EMPTY,
DIALOGUE,本田　　　「うっ。」
EMPTY,
DIRECTION,　　本田、ピースしたまま気絶する。
EMPTY,
DIALOGUE,永子　　　「えっ･･･？」
EMPTY,
DIRECTION,　　しの、（パスワードはたしか･･･）などと言いながら端末を操作して、そこに
DIRECTION_CONTINUED,　　保存されているデータを永子に見せる。
EMPTY,
DIALOGUE,しの　　　「本田さんは、この会社の秘密を探っているんです。」
DIALOGUE,永子　　　「何いってんの･･･。そんな訳ないでしょ！」
EMPTY,
DIRECTION,　　永子、驚きを隠せない。本田を見る。
DIRECTION_CONTINUED,　　しの、本田の鞄から銃を出し、机に置く。
DIRECTION_CONTINUED,　　永子は取り乱し、銃を持って去る。。
EMPTY,
DIALOGUE,しの　　　「あ。･･･それ、多分本物ですけど･･･。」
EMPTY,
H1,シーン10
EMPTY,
DIRECTION,　　しの、タブレット端末を見ている。
DIRECTION_CONTINUED,　　課長が戻って来る。
EMPTY,
DIALOGUE,課長　　　「あ～あ、追い出されちゃったよ。御堂さんに。」
DIALOGUE,しの　　　「御堂さん？」
DIALOGUE,課長　　　「開発部の、スーパーコンピュータのとこにいる人。」
DIALOGUE,しの　　　「電話は、買って来なかったんですか？」
DIALOGUE,課長　　　「ああ、ちょっと、開発部のコンピュータでやる事あってさ。（小瓶を見
DIALOGUE_CONTINUED,　　　　　　て）あ、これ、･･･しのちゃん、使ったの？」
DIALOGUE,しの　　　「いえ。」
DIALOGUE,課長　　　「あ、そう。そういや永子ちゃん、どこ行ったの？」
DIALOGUE,しの　　　「トイレに行ってます。」
DIALOGUE,課長　　　「え、さっきもトイレ行ってたけどな。」
DIALOGUE,しの　　　「さっきは、おしっこだったんじゃないですか？」
DIALOGUE,課長　　　「ああ、そう。ふ～ん、･･･ま、まあいいか。」
EMPTY,
DIRECTION,　　電話が鳴り、応答メッセージが流れる。
EMPTY,
DIALOGUE,しの　　　「これ、マニュアルです。」
DIALOGUE,課長　　　「え、俺が出るの？」
DIALOGUE,しの　　　「私、永子さんの様子見てきます。」
DIALOGUE,課長　　　「だってこれ、」
DIALOGUE,しの　　　「ちょっと心配なんで。」
EMPTY,
DIRECTION,　　しの、出て行く。
EMPTY,
H1,シーン11
EMPTY,
DIALOGUE,課長　　　「で、何でこいつは寝てるんだ。」
EMPTY,
DIRECTION,　　課長、本田のピースが気持ち悪くて、見えないように手の向きを変えてから電話
DIRECTION_CONTINUED,　　に出る。
EMPTY,
DIALOGUE,課長　　　「も、もしもし･･･。」
DIALOGUE,光子　　　「ねえ若月さん、私、頼みがあるんですけど。」
DIALOGUE,課長　　　「え。」
DIALOGUE,光子　　　「あ、でもこれ、録音されてるんですよね。」
DIALOGUE,課長　　　「今は、してません。･･･大丈夫ですよ。」
EMPTY,
DIRECTION,　　本田のピースが元の位置に戻るので、課長はまた向きを変える。
EMPTY,
DIALOGUE,光子　　　「あなた、うちの主人、やっちゃってくれない？」
EMPTY,
DIRECTION,　　課長、驚いて本田の指を変な向きにひねる。
EMPTY,
DIALOGUE,本田　　　「ひいっ。」
DIALOGUE,光子　　　「･･･もしかしてそこに、主人いるんですか？」
DIALOGUE,課長　　　「い･･･いませんよ。」
DIALOGUE,光子　　　「もしいるんなら、今やっちゃって。もう首でも何でも絞めて。やって早
DIALOGUE_CONTINUED,　　　　　　く。･･･あ、待って。駄目。駄目そんな事したら。駄目駄目駄目駄目
DIALOGUE_CONTINUED,　　　　　　。落ち着いて。いい？　あなたのやろうとしている事は、殺人なんです
DIALOGUE_CONTINUED,　　　　　　よ。」
DIALOGUE,課長　　　「えー･･･。」
DIALOGUE,光子　　　「私、もう一回主人とちゃんと話します。もしかしたら私がもうちょっと
DIALOGUE_CONTINUED,　　　　　　寛容に、なるべきなのかも知れないし。そりゃ主人だって男ですものね
DIALOGUE_CONTINUED,　　　　　　。そういう気持ちになる事だってあると思います。分かりますそれは分
DIALOGUE_CONTINUED,　　　　　　かるんですけど、でも若月さんね、他人の夫と関係を持つっていうのは
DIALOGUE_CONTINUED,　　　　　　、それはいけない事なの。その上さっきあなた、殺そうとしてたんです
DIALOGUE_CONTINUED,　　　　　　からね。
DIALOGUE_CONTINUED,　　　　　　私は、寛容になります。主婦として、家庭を守ります。あなたみたいに
DIALOGUE_CONTINUED,　　　　　　、不倫とか殺人とか平気でするような、そんな人にはなりたくないの。
DIALOGUE_CONTINUED,　　　　　　普通に、普通の主婦として、普通の家庭を作りたいだけなの。
DIALOGUE_CONTINUED,　　　　　　そのために私は、主人に対しては寛容になりますから。私にはそれが出
DIALOGUE_CONTINUED,　　　　　　来るんです。ま、あなたには絶対出来ませんけど。」
EMPTY,
DIRECTION,　　光子、電話を切る。
EMPTY,
DIALOGUE,課長　　　「うわ･･･。だから主婦はひとりで家にいたら駄目なんだよ。あとテレ
DIALOGUE_CONTINUED,　　　　　　ビね。もうああいう大映のドラマとか、ほんとやめてくれないかなぁ。
DIALOGUE_CONTINUED,　　　　　　」
EMPTY,
H1,シーン12
EMPTY,
DIRECTION,　　課長、置いてあるタブレット端末を見て
EMPTY,
DIALOGUE,課長　　　「あれ？　これ何？　繋がってんの？」
EMPTY,
DIRECTION,　　といって本田を見て、また手の位置を直そうとする。
EMPTY,
DIALOGUE,本田　　　「いててててててて。（起きて）あれ？　それ、私のですか？　あれ？　
DIALOGUE_CONTINUED,　　　　　　パスワードかかってませんでした？」
DIALOGUE,課長　　　「自分で外したんじゃないの？」
DIALOGUE,本田　　　「いや、そんなはずは･･･。」
DIALOGUE,課長　　　「あのさあ、俺の声って、永子ちゃんの声に似てるのかなあ？」
DIALOGUE,本田　　　「あれぇ、パスワード外したかな･･･」
DIALOGUE,課長　　　「ねえねえ、俺の声、永子ちゃんに似てる？」
DIALOGUE,本田　　　「なんだか記憶が、記憶の大部分が消えてしまっているような気がする･
DIALOGUE_CONTINUED,　　　　　　･･。」
DIALOGUE,課長　　　「ねえちょっと。えっと･･･、名前なんだっけ？」
DIALOGUE,本田　　　「ジェームズ・本田です。駄目だ、何人だか思い出せない。」
DIALOGUE,課長　　　「え、どうしたの？　永子ちゃん、分かるよね？」
DIALOGUE,本田　　　「あ、若月永子さんですよね。はい。分かります。とても親切にしてもら
DIALOGUE_CONTINUED,　　　　　　っていますよ。」
DIALOGUE,課長　　　「それは憶えてるんだ。じゃあしのちゃんは？」
DIALOGUE,本田　　　「えっと、確か永子さんよりちょっと年上の女性の方が、一人いましたよ
DIALOGUE_CONTINUED,　　　　　　ね･･･。」
DIALOGUE,課長　　　「いないよ、永子ちゃんがこの中で一番年上なんだから。」
DIALOGUE,本田　　　「えーっ。でも永子さんはしのさんの事を、おばさんって呼んでますよね
DIALOGUE_CONTINUED,　　　　　　。･･･あ、いや、それは子供の頃のあだ名だったんだ。おかしいな、
DIALOGUE_CONTINUED,　　　　　　ちゃんと思い出しているのに、なぜかますます混乱してきたぞ･･･。
DIALOGUE_CONTINUED,　　　　　　」
DIALOGUE,課長　　　「（端末を見て）これさあ、コンピュータ繋がってるの？」
DIALOGUE,本田　　　「･･･繋がってたら、マズいですか？」
DIALOGUE,課長　　　「いやいや、全然マズくない。グッドグッド。あ、御堂さんの機嫌悪かっ
DIALOGUE_CONTINUED,　　　　　　たのは、気にしなくていいから。」
DIALOGUE,本田　　　「機嫌悪かったんですか？　私がコンピュータを触らせてもらったから、
DIALOGUE_CONTINUED,　　　　　　でしょうか･･･？」
DIALOGUE,課長　　　「違うでしょ。すごい変質者を見るような目で、御堂さんの事見てたから
DIALOGUE_CONTINUED,　　　　　　だよ。本田さん顔に出すぎなんだよ。」
DIALOGUE,本田　　　「ああ、その部分の記憶はないですね･･･。」
DIALOGUE,課長　　　「なんだよ、永子ちゃんの事はちゃんと憶えてるのに。」
DIALOGUE,本田　　　「はあ･･･（少し照れる）。」
EMPTY,
H1,シーン13
EMPTY,
DIRECTION,　　しのが戻って来る。
EMPTY,
DIALOGUE,しの　　　「永子さん、トイレにずっと篭ったままで･･･。」
DIALOGUE,課長　　　「そんなにお腹悪いの？」
EMPTY,
DIRECTION,　　しの、小瓶のクリームを手につける。
DIRECTION_CONTINUED,　　課長はそれをガン見する。
EMPTY,
DIALOGUE,しの　　　「本田さん。」
DIALOGUE,本田　　　「え、あ、はい。えっと･･･。」
DIALOGUE,しの　　　「課長にちゃんと、お話しした方が･･･。」
DIALOGUE,本田　　　「（しのを見て）たしかに、しのさんはおばさんと言うには若いけど、で
DIALOGUE_CONTINUED,　　　　　　も永子さんの方が･･･。あ、そうか、ココ・プルゲンを使っているか
DIALOGUE_CONTINUED,　　　　　　らか･･･。」
EMPTY,
DIRECTION,　　本田、端末を操作し、それを見ながら、
EMPTY,
DIALOGUE,本田　　　「原料であるコンコンブルの働きは、他のアンチエイジング・クリームと
DIALOGUE_CONTINUED,　　　　　　は全然違うんですね。傷ついた細胞を、元通りに修復する力があるのか
DIALOGUE_CONTINUED,　　　　　　･･･。」
EMPTY,
DIRECTION,　　しの、端末を取り上げる。
EMPTY,
DIALOGUE,しの　　　「本田さん、何でこんな事、調べてるんですか･･･？」
DIALOGUE,本田　　　「ですよね。実は、そこのところの記憶がちょっと･･･。」
EMPTY,
DIRECTION,　　しの、端末を課長に渡す。
EMPTY,
DIALOGUE,しの　　　「何でみんな、人の物を自分の物にしたがるんでしょうか。何でもっと、
DIALOGUE_CONTINUED,　　　　　　仲良くできないんでしょうか。」
EMPTY,
DIRECTION,　　課長は二人から少し離れて、端末で遊んでいる。
EMPTY,
DIALOGUE,課長　　　「そりゃ死ぬからだよ。死ぬまでに色んな物を手に入れたいって思ったら
DIALOGUE_CONTINUED,　　　　　　さ、仲良くなってる時間なんか無いもん。」
DIALOGUE,しの　　　「でも、仲良くしないから死ぬっていう事も、あるんじゃないんですか？
DIALOGUE_CONTINUED,　　　　　　」
EMPTY,
DIRECTION,　　しのの手が、いつの間にか青くなっている。
EMPTY,
DIALOGUE,本田　　　「あの、その、手は･･･。」
DIALOGUE,しの　　　「あ、何だろう･･･。」
DIALOGUE,課長　　　「さっきさあ、そのクリーム、塗ってただろ。」
DIALOGUE,本田　　　「それが、原因なんですか？」
DIALOGUE,課長　　　「分かんないけど、でも御堂さん、原液はすっごいって言ってたからなぁ
DIALOGUE_CONTINUED,　　　　　　。ちょっと、聞いてくるよ。」
EMPTY,
DIRECTION,　　課長、端末を置いて出て行く。
EMPTY,
H1,シーン14
EMPTY,
DIALOGUE,しの　　　「トイレで手を洗ったから、つい、何となく、塗ってしまいました。」
DIALOGUE,本田　　　「痛みなどは、無いんですか？」
DIALOGUE,しの　　　「いえ、むしろ良く動くようになった気がします。」
EMPTY,
DIRECTION,　　しの、虫のように指を動かしてみせる。
EMPTY,
DIALOGUE,しの　　　「ちょっと、腕相撲してもらっていいですか？」
DIALOGUE,本田　　　「あ、はい。」
EMPTY,
DIRECTION,　　しの、喪服の袖をまくると、金属製のブレスレットをしている。
EMPTY,
DIALOGUE,しの　　　「あ、これ、主人の形見なんです･･･。」
EMPTY,
DIRECTION,　　二人、腕相撲をする。
DIRECTION_CONTINUED,　　頑張っている本田と、微動だにしないしの。
EMPTY,
DIALOGUE,本田　　　「（頑張りながら）さっの、もっと仲良くすればいいって話、私はちょっ
DIALOGUE_CONTINUED,　　　　　　と分かる気がします。」
EMPTY,
DIRECTION,　　永子がふらっと戻って来る。
DIRECTION_CONTINUED,　　顔が青くなっている。
DIRECTION_CONTINUED,　　手には銃を持っている。
DIRECTION_CONTINUED,　　二人は気付かない。
EMPTY,
DIALOGUE,しの　　　「あの、私が言った『仲良くする』っていうのは、永子さんみたいに課長
DIALOGUE_CONTINUED,　　　　　　とホテルに行ったりする事とは、違うんです。」
DIALOGUE,本田　　　「分かります。分かります。ああいうのは、駄目ですよね。」
EMPTY,
DIRECTION,　　しのが本田の腕をきゅっと寝かせる。
EMPTY,
DIALOGUE,しの　　　「はい。」
DIALOGUE,本田　　　「ああ･･･。」
EMPTY,
DIRECTION,　　二人、組んでいた手を解き、すこし笑う。
DIRECTION_CONTINUED,　　本田が先に永子に気付く。
EMPTY,
DIALOGUE,本田　　　「うわっ！　･･･永子･･･さん？」
EMPTY,
DIRECTION,　　しのも永子を見て驚く。
DIRECTION_CONTINUED,　　永子、涙で二人を睨む。
DIRECTION_CONTINUED,　　声にならない。
EMPTY,
H1,シーン15
EMPTY,
DIRECTION,　　三人、睨み合いのまま。
DIRECTION_CONTINUED,　　暫くして課長と御堂が来る。
DIRECTION_CONTINUED,　　永子を見て
EMPTY,
DIALOGUE,課長　　　「あれ？　お腹は？　っていうか顔色悪いよ。」
DIALOGUE,御堂　　　「うわ～、うわ～、人間に使っちゃったんだ･･･。ちょっと見せて。う
DIALOGUE_CONTINUED,　　　　　　わキュウリくさ。でもせっかくだから色々調べさせてもらうわ。私の部
DIALOGUE_CONTINUED,　　　　　　屋、来てもらえる？」
EMPTY,
DIRECTION,　　御堂、永子の腕をつかむ。
EMPTY,
DIALOGUE,本田　　　「ちょっと、ちょっと待ってください。連れて行ってどうするんですか？
DIALOGUE_CONTINUED,　　　　　　」
DIALOGUE,御堂　　　「色々調べる事があるって言ってんの。」
DIALOGUE,本田　　　「それは、やめてもらえませんか。その人は、･･･その人は、大事な人
DIALOGUE_CONTINUED,　　　　　　なんです。」
DIALOGUE,永子　　　「･･･大事なのは、あたしじゃないんでしょ。」
EMPTY,
DIRECTION,　　と言って銃を御堂に渡す。
EMPTY,
DIALOGUE,御堂　　　「？」
EMPTY,
DIRECTION,　　御堂、なんとなく銃を構え、撃つ。
DIRECTION_CONTINUED,　　本田、死ぬ。
EMPTY,
DIALOGUE,課長　　　「うわあっ。」
DIALOGUE,御堂　　　「ああ、渡すから撃っちゃったよ。こういうのは、渡しちゃ、ダメ。」
EMPTY,
DIRECTION,　　といって銃を課長に渡す。
EMPTY,
DIALOGUE,御堂　　　「ほら、おいで。」
EMPTY,
DIRECTION,　　御堂、永子を連れて出て行く。
DIRECTION_CONTINUED,　　課長もそれを追う。
EMPTY,
DIRECTION,　　しのは気配を消して怯えている。
DIRECTION_CONTINUED,　　本田は死んでいる。
EMPTY,
DIRECTION,　　しの、何となく小瓶を開け、本田に近づく。
DIRECTION_CONTINUED,　　本田の手が動いて、しのの腕をつかむ。
DIRECTION_CONTINUED,　　手が小瓶からクリームをすくい、顔や体に塗る。
DIRECTION_CONTINUED,　　塗り終わると、また動かなくなる。
DIRECTION_CONTINUED,　　本田は死んでいる。
EMPTY,
DIRECTION,　　しの、じっと本田を見ている。
DIRECTION_CONTINUED,　　本田が徐々に起き上がる。
DIRECTION_CONTINUED,　　低いうめき声。
DIRECTION_CONTINUED,　　やがて完全に起き上がる。
EMPTY,
DIALOGUE,本田　　　「放せ、その人を･･･、放せ･･･。」
EMPTY,
DIRECTION,　　本田、御堂たちが行った方へ走り去る。
EMPTY,
H1,シーン16
EMPTY,
DIRECTION,　　しの、本田が行った方を気にしながら、端末を手に取る。
EMPTY,
DIALOGUE,端末　　　「（出来れば映像で）ココ・プルゲンには細胞を修復する能力があり、傷
DIALOGUE_CONTINUED,　　　　　　ついた細胞は一晩で元通りになる。原料の純度を上げるとその分速く修
DIALOGUE_CONTINUED,　　　　　　復する。」
EMPTY,
DIRECTION,　　電話がかかって来るが、無視して読み続ける。
EMPTY,
DIALOGUE,端末　　　「個々の細胞が状態を保つ代わりに、細胞分裂をしなくなる。よってテロ
DIALOGUE_CONTINUED,　　　　　　メア短縮による老化も起こらなくなる。
DIALOGUE_CONTINUED,　　　　　　コンコンブルとは、フランス語でキュウリの事。かつてフランスの植民
DIALOGUE_CONTINUED,　　　　　　地だったハイチでは、キュウリを黒魔術に使っていたようだ。」
EMPTY,
DIRECTION,　　課長が戻って来る。
EMPTY,
DIALOGUE,課長　　　「なんか、すごいのが来たぞ。なんか、獣だよ。獣が来たからさぁ、逃げ
DIALOGUE_CONTINUED,　　　　　　て来ちゃったよ。」
DIALOGUE,しの　　　「それ、本田さんです。」
DIALOGUE,課長　　　「えぇ？　そうなの？　ああそっか。いや俺さ、本田さん来た時から何か
DIALOGUE_CONTINUED,　　　　　　隠してると思ってたんだよね。そっかー。やっぱり獣だったかー。」
DIALOGUE,しの　　　「課長、この原液って、売ってるクリームの何倍なんですか？」
DIALOGUE,課長　　　「え、何でそんな事聞くの？」
EMPTY,
DIRECTION,　　課長、端末を覗き込む。
EMPTY,
DIALOGUE,課長　　　「さ、さあ、何倍だろうね。電話、いいの？」
EMPTY,
DIRECTION,　　電話、切れる。
EMPTY,
DIALOGUE,課長　　　「･･･あのさ、本田さん、銃で撃たれてなかったっけ？　何なのあの銃
DIALOGUE_CONTINUED,　　　　　　？」
DIALOGUE,しの　　　「あの銃は、･･･本田さんのです。」
DIALOGUE,課長　　　「えー、自分の銃で撃たれて、獣に戻っちゃったの？　やばいよあれ。す
DIALOGUE_CONTINUED,　　　　　　ごい暴れてたもん。」
DIALOGUE,しの　　　「あ、どうしよう、私も塗っちゃいました。」
DIALOGUE,課長　　　「あ、手が青い。」
DIALOGUE,しの　　　「あの、もし私暴れたら、済みません。」
EMPTY,
DIRECTION,　　課長、しのと距離をとり、端末をキープする。
EMPTY,
DIALOGUE,課長　　　「分かんないけど、今日はもう、帰ったら？」
DIALOGUE,しの　　　「でも、これが何なのかはっきりするまで、私たちは外に出ない方が良い
DIALOGUE_CONTINUED,　　　　　　んじゃないですか？」
DIALOGUE,課長　　　「『私たち』って？」
DIALOGUE,しの　　　「私と、本田さんと、永子さんです。」
DIALOGUE,課長　　　「ああ、そう。じゃあ３人はここに残って、俺が帰ればいいのかな？」
DIALOGUE,しの　　　「それ（端末）置いてってくださいね。」
DIALOGUE,課長　　　「おっと･･･。そうか。しのちゃん、あと何分くらいしたら暴れるの？
DIALOGUE_CONTINUED,　　　　　　」
DIALOGUE,しの　　　「さあ･･･。気持ち的にはすぐにでも」
DIALOGUE,課長　　　「なんか本田さんがすごいパワフルでさ、御堂さんと永子ちゃんに襲い掛
DIALOGUE_CONTINUED,　　　　　　かってたんだよ。」
DIALOGUE,しの　　　「え、永子さんにも襲い掛かったんですか？」
DIALOGUE,課長　　　「･･･二人とも、もう駄目かも知れないな。」
EMPTY,
H1,シーン17
EMPTY,
DIRECTION,　　そこへ永子が顔を出す。
DIRECTION_CONTINUED,　　課長、驚く。
EMPTY,
DIALOGUE,永子　　　「おばさん、ちょっと。（手招きする）」
EMPTY,
DIRECTION,　　しの、永子の方へ行き、二人は一旦はける。
DIRECTION_CONTINUED,　　課長、様子を伺いながら端末で遊ぶ。
DIRECTION_CONTINUED,　　少し遊んでいると、永子としのが戻って来る。
DIRECTION_CONTINUED,　　気絶した本田を運んでいる。
DIRECTION_CONTINUED,　　課長、驚く。
DIRECTION_CONTINUED,　　椅子に座らせると、本田の顔が青くなっている。
DIRECTION_CONTINUED,　　しばらく３人で本田を見ている。
EMPTY,
DIALOGUE,課長　　　「あの･･･、御堂さんは？」
DIALOGUE,永子　　　「あっちで、寝てます。」
DIALOGUE,課長　　　「そっか、二人とも無事だったんだ。」
DIALOGUE,永子　　　「いえ、むちゃくちゃ大変でした。」
DIALOGUE,課長　　　「あの」
DIALOGUE,永子　　　「むちゃくちゃ、大変でした。まあ寝てるっていうか、気ぃ失ってるんで
DIALOGUE_CONTINUED,　　　　　　すけど。」
DIALOGUE,課長　　　「えー、お疲れ様です。本田さん･･･、永子ちゃんにも襲い掛かってた
DIALOGUE_CONTINUED,　　　　　　よね。あれは何？　御堂さんへの襲い掛かりと、永子ちゃんへの襲い掛
DIALOGUE_CONTINUED,　　　　　　かりは、同じ襲い掛かりなの？」
EMPTY,
DIRECTION,　　しばらくの沈黙のあと、本田ががばっと起き上がり、課長に襲い掛かる。
EMPTY,
DIALOGUE,課長　　　「ああっ、違いますっ！　人違い。人違いだよっ！」
DIALOGUE,永子　　　「はい大人しくしてー。」
EMPTY,
DIRECTION,　　と言いながら本田を座らせる。
DIRECTION_CONTINUED,　　何かコツがあるようだ。
EMPTY,
DIALOGUE,本田　　　「あ、済みません。」
DIALOGUE,永子　　　「ねえあたし、知りたい事が３つあるんだけど。」
DIALOGUE,本田　　　「はい･･･。」
DIALOGUE,しの　　　「あ、その話、多分長くなりますよね。」
DIALOGUE,永子　　　「うん、なるかも。」
DIALOGUE,しの　　　「私、食べる物買ってきます。」
DIALOGUE,課長　　　「あ、俺も行くよ。ていうかその手で買い物大丈夫？」
DIALOGUE,しの　　　「じゃあ手を使うところだけ、課長お願いします。」
DIALOGUE,課長　　　「ああ、うん･･･。」
EMPTY,
DIRECTION,　　しのと課長、出て行く。
EMPTY,
H1,シーン18
EMPTY,
DIRECTION,　　永子と本田の気まずい時間。
EMPTY,
DIALOGUE,本田　　　「あの、知りたい事って･･･。」
DIALOGUE,永子　　　「ココ・プルゲンが何なのかって事と、本田さんが誰なのかって事と、あ
DIALOGUE_CONTINUED,　　　　　　たしたちがどうなってんのかって事。」
DIALOGUE,本田　　　「ココ･プルゲンは、細胞を修復するんですよね･･･。あ、ここに書い
DIALOGUE_CONTINUED,　　　　　　てありますよ。」
DIALOGUE,永子　　　「え、最初に自分の事じゃないの？」
DIALOGUE,本田　　　「え。･･･ああ、そうですね。でも、自分でも良く分からないんですよ
DIALOGUE_CONTINUED,　　　　　　。」
DIALOGUE,永子　　　「だよね。･･･ねえ、銃で撃たれたのに何でそんな元気なの？」
DIALOGUE,本田　　　「はぁ･･･。あ、そういえばしのさんも･･･。あそうだ、ちょっと、
DIALOGUE_CONTINUED,　　　　　　腕相撲してもらっていいですか？」
DIALOGUE,永子　　　「やだ。」
DIALOGUE,本田　　　「･･･ですよね。済みません、だしぬけに。」
DIALOGUE,永子　　　「何それ。ナンパ？　腕相撲でナンパ？」
DIALOGUE,本田　　　「いえ違います、あ、あの時は、しのさんが。」
DIALOGUE,永子　　　「ふ～ん、撃たれる前の事、憶えてんだ。」
DIALOGUE,本田　　　「･･･ああ、そう言えば。･･･私、永子さんに失礼な事言ってました
DIALOGUE_CONTINUED,　　　　　　よね･･･。」
DIALOGUE,永子　　　「（苦笑して）大事な人だって言ってたね。」
DIALOGUE,本田　　　「じゃあもしかして、記憶をなくす前、私と永子さんは付き合っていたん
DIALOGUE_CONTINUED,　　　　　　でしょうか。それを忘れたから怒ってるんですか？」
DIALOGUE,永子　　　「怒ってない（←怒っている）。ていうか付き合ってる訳ないじゃん。」
DIALOGUE,本田　　　「ですよね、はは･･･。」
DIALOGUE,永子　　　「あたしを利用して、ココ・プルゲンの秘密を探ってたんでしょ。」
DIALOGUE,本田　　　「それについては本当に憶えてないんですよ。あ、さっきのは、別に襲い
DIALOGUE_CONTINUED,　　　　　　掛かったんじゃなくて、助けようと･･･」
DIALOGUE,永子　　　「あんな動きで助けられると思ってんの？」
DIALOGUE,本田　　　「え。結構、速かったと思いますけど。」
DIALOGUE,永子　　　「えーマジで？　止まってるみたいに見えたけど。」
DIALOGUE,本田　　　「永子さんは、やっぱり、すごいですね･･･。」
DIALOGUE,永子　　　「何『やっぱり』って？」
DIALOGUE,本田　　　「え。･･･ああ、永子さんは、綺麗だし、優しいし、」
DIALOGUE,永子　　　「怒るよ。」
DIALOGUE,本田　　　「え、何で怒るんですか？」
DIALOGUE,永子　　　「あんたはね、おばさんと仲良くしてりゃいいの。」
DIALOGUE,本田　　　「そ、そうなんですか？」
DIALOGUE,永子　　　「いいじゃん、あたしより若いし、未亡人だし。」
DIALOGUE,本田　　　「若さで言ったら、そんなに変わらないんじゃないですか？」
DIALOGUE,永子　　　「あたしはクリームで止めてるから、どうせこの後いっきに歳とんのよ。
DIALOGUE_CONTINUED,　　　　　　」
DIALOGUE,本田　　　「え、でも･･･、それ、おかしくないですか？」
DIALOGUE,永子　　　「ね。何にも悪い事してないのに歳とるなんてね。」
DIALOGUE,本田　　　「あの、未亡人だと何が良いんですか？」
